ID,F_p,638 Red(Peak)
6362,6,6
6363,19,19
6364,10,10
6365,0,0
6366,0,0
6367,15,15
6368,5,5
6369,11,11
6370,22,22
6371,67,67
6372,8,8
6373,9,9
6374,0,0
6375,0,0
6376,79,79
6377,81,81
6378,15,15
6379,39,39
6380,50,50
6381,17,17
6382,14,14
6383,23,23
6384,0,0
6385,16,16
6386,37,37
6387,19,19
6388,22,22
6389,53,53
6390,21,21
6391,0,0
6392,24,24
6393,56,56
6394,24,24
6395,0,0
6396,0,0
6397,3,3
6398,2,2
6399,37,37
6400,34,34
6401,48,48
6402,15,15
6403,20,20
6404,0,0
6405,84,84
6406,29,29
6407,14,14
6408,22,22
6409,8,8
6410,15,15
6411,14,14
6412,20,20
6413,21,21
6414,5,5
6415,14,14
6416,11,11
6417,100,100
6418,16,16
6419,42,42
6420,34,34
6421,0,0
6422,7,7
6423,41,41
6424,44,44
6425,54,54
6426,5,5
6427,45,45
6428,29,29
6429,13,13
6430,45,45
6431,42,42
6432,14,14
6433,33,33
6434,34,34
6435,57,57
6436,43,43
6437,10,10
6438,8,8
6439,57,57
6440,29,29
6441,4,4
6442,53,53
6443,17,17
6444,39,39
6445,18,18
6446,55,55
6447,17,17
6448,17,17
6449,2,2
6450,68,68
6451,16,16
6452,6,6
6453,30,30
6454,6,6
6455,34,34
6456,12,12
6457,6,6
6458,6,6
6459,20,20
6460,0,0
6461,8,8
6462,4,4
6463,24,24
6464,14,14
6465,15,15
6466,6,6
6467,44,44
6468,18,18
6469,29,29
6470,33,33
6471,33,33
6472,67,67
6473,34,34
6474,0,0
6475,41,41
6476,39,39
6477,26,26
6478,50,50
6479,0,0
6480,12,12
6481,62,62
6482,38,38
6483,1,1
6484,11,11
6485,20,20
6486,9,9
6487,5,5
6488,36,36
6489,46,46
6490,2,2
6491,26,26
6492,40,40
6493,2,2
6494,4,4
6495,8,8
6496,18,18
6497,66,66
6498,6,6
6499,57,57
6500,14,14
6501,1,1
6502,7,7
6503,28,28
6504,34,34
6505,25,25
6506,24,24
6507,89,89
6508,69,69
6509,74,74
6510,40,40
6511,39,39
6512,2,2
6513,0,0
6514,16,16
6515,17,17
6516,36,36
6517,30,30
6518,35,35
6519,13,13
6520,47,47
6521,0,0
6522,39,39
6523,15,15
6524,29,29
6525,25,25
6526,63,63
6527,30,30
6528,0,0
6529,35,35
6530,21,21
6531,22,22
6532,29,29
6533,103,103
6534,37,37
6535,18,18
6536,0,0
6537,70,70
6538,43,43
6539,42,42
6540,13,13
6541,30,30
6542,23,23
6543,21,21
6544,10,10
6545,44,44
6546,28,28
6547,18,18
6548,36,36
6549,0,0
6550,19,19
6551,0,0
6552,27,27
6553,41,41
6554,14,14
6555,17,17
6556,37,37
6557,41,41
6558,51,51
6559,4,4
6560,56,56
6561,11,11
6562,31,31
6563,35,35
6564,9,9
6565,14,14
6566,118,118
6567,47,47
6568,41,41
6569,57,57
6570,163,163
6571,14,14
6572,32,32
6573,25,25
6574,15,15
6575,33,33
6576,3,3
6577,40,40
6578,0,0
6579,11,11
6580,14,14
6581,15,15
6582,75,75
6583,44,44
6584,5,5
6585,17,17
6586,43,43
6587,0,0
6588,9,9
6589,27,27
6590,39,39
6591,1,1
6592,31,31
6593,0,0
6594,30,30
6595,17,17
6596,8,8
6597,9,9
6598,3,3
6599,39,39
6600,30,30
6601,19,19
6602,58,58
6603,5,5
6604,17,17
6605,26,26
6606,31,31
6607,0,0
6608,1,1
6609,19,19
6610,63,63
6611,42,42
6612,107,107
6613,3,3
6614,33,33
6615,19,19
6616,26,26
6617,17,17
6618,39,39
6619,28,28
6620,10,10
6621,57,57
6622,39,39
6623,29,29
6624,55,55
6625,31,31
6626,15,15
6627,27,27
6628,0,0
6629,34,34
6630,7,7
6631,16,16
6632,6,6
6633,58,58
6634,39,39
6635,0,0
6636,30,30
6637,61,61
6638,37,37
6639,39,39
6640,8,8
6641,3,3
6642,56,56
6643,41,41
6644,18,18
6645,125,125
6646,13,13
6647,53,53
6648,3,3
6649,35,35
6650,50,50
6651,3,3
6652,13,13
6653,61,61
6654,50,50
6655,48,48
6656,202,202
6657,14,14
6658,72,72
6659,1,1
6660,27,27
6661,19,19
6662,8,8
6663,10,10
6664,26,26
6665,99,99
6666,71,71
6667,23,23
6668,127,127
6669,67,67
6670,117,117
6671,6,6
6672,95,95
6673,38,38
6674,55,55
6675,4,4
6676,0,0
6677,26,26
6678,41,41
6679,54,54
6680,35,35
6681,28,28
6682,26,26
6683,32,32
6684,66,66
6685,45,45
6686,29,29
6687,44,44
6688,22,22
6689,23,23
6690,32,32
6691,54,54
6692,53,53
6693,0,0
6694,258,258
6695,8,8
6696,22,22
6697,8,8
6698,14,14
6699,4,4
6700,13,13
6701,5,5
6702,20,20
6703,6,6
6704,95,95
6705,83,83
6706,15,15
6707,20,20
6708,166,166
6709,33,33
6710,32,32
6711,59,59
6712,63,63
6713,22,22
6714,36,36
6715,16,16
6716,44,44
6717,5,5
6718,24,24
6719,17,17
6720,11,11
6721,32,32
6722,37,37
6723,9,9
6724,33,33
6725,3,3
6726,40,40
6727,15,15
6728,23,23
6729,17,17
6730,38,38
6731,65,65
6732,22,22
6733,41,41
6734,53,53
6735,31,31
6736,11,11
6737,33,33
6738,34,34
6739,38,38
6740,63,63
6741,0,0
6742,7,7
6743,36,36
6744,28,28
6745,36,36
6746,79,79
6747,2,2
6748,4,4
6749,31,31
6750,8,8
6751,29,29
6752,7,7
6753,24,24
6754,37,37
6755,6,6
6756,17,17
6757,55,55
6758,44,44
6759,47,47
6760,4,4
6761,1,1
6762,77,77
6763,13,13
6764,36,36
6765,10,10
6766,48,48
6767,26,26
6768,14,14
6769,12,12
6770,10,10
6771,97,97
6772,0,0
6773,27,27
6774,55,55
6775,33,33
6776,14,14
6777,25,25
6778,57,57
6779,11,11
6780,35,35
6781,16,16
6782,42,42
6783,64,64
6784,41,41
6785,0,0
6786,21,21
6787,38,38
6788,46,46
6789,19,19
6790,25,25
6791,101,101
6792,0,0
6793,59,59
6794,20,20
6795,25,25
6796,36,36
6797,38,38
6798,52,52
6799,21,21
6800,20,20
6801,82,82
6802,37,37
6803,103,103
6804,34,34
6805,52,52
6806,24,24
6807,123,123
6808,26,26
6809,0,0
6810,34,34
6811,27,27
6812,6,6
6813,1,1
6814,31,31
6815,66,66
6816,45,45
6817,44,44
6818,17,17
6819,17,17
6820,18,18
6821,41,41
6822,16,16
6823,7,7
6824,36,36
6825,46,46
6826,23,23
6827,43,43
6828,52,52
6829,3,3
6830,89,89
6831,0,0
6832,58,58
6833,9,9
6834,45,45
6835,81,81
6836,41,41
6837,9,9
6838,43,43
6839,35,35
6840,9,9
6841,29,29
6842,51,51
6843,0,0
6844,19,19
6845,26,26
6846,53,53
6847,0,0
6848,17,17
6849,38,38
6850,19,19
6851,34,34
6852,1,1
6853,34,34
6854,7,7
6855,35,35
6856,13,13
6857,56,56
6858,61,61
6859,32,32
6860,43,43
6861,17,17
6862,74,74
6863,30,30
6864,45,45
6865,58,58
6866,43,43
6867,29,29
6868,32,32
6869,56,56
6870,15,15
6871,48,48
6872,24,24
6873,40,40
6874,37,37
6875,57,57
6876,57,57
6877,46,46
6878,0,0
6879,16,16
6880,42,42
6881,47,47
6882,0,0
6883,17,17
6884,51,51
6885,23,23
6886,28,28
6887,0,0
6888,49,49
6889,23,23
6890,14,14
6891,29,29
6892,10,10
6893,0,0
6894,28,28
6895,19,19
6896,26,26
6897,65,65
6898,19,19
6899,0,0
6900,14,14
6901,20,20
6902,44,44
6903,49,49
6904,25,25
6905,40,40
6906,32,32
6907,82,82
6908,53,53
6909,2,2
6910,22,22
6911,5,5
6912,26,26
6913,23,23
6914,27,27
6915,34,34
6916,48,48
6917,72,72
6918,40,40
6919,65,65
6920,28,28
6921,22,22
6922,10,10
6923,37,37
6924,0,0
6925,40,40
6926,56,56
6927,32,32
6928,0,0
6929,9,9
6930,23,23
6931,5,5
6932,0,0
6933,83,83
6934,54,54
6935,61,61
6936,0,0
6937,11,11
6938,20,20
6939,54,54
6940,26,26
6941,38,38
6942,34,34
6943,11,11
6944,47,47
6945,0,0
6946,23,23
6947,188,188
6948,44,44
6949,0,0
6950,43,43
6951,29,29
6952,31,31
6953,23,23
6954,26,26
6955,17,17
6956,11,11
6957,10,10
6958,89,89
6959,37,37
6960,35,35
6961,0,0
6962,11,11
6963,16,16
6964,59,59
6965,38,38
6966,126,126
6967,56,56
6968,0,0
6969,43,43
6970,22,22
6971,27,27
6972,24,24
6973,16,16
6974,24,24
6975,56,56
6976,1,1
6977,20,20
6978,4,4
6979,26,26
6980,22,22
6981,34,34
6982,18,18
6983,25,25
6984,44,44
6985,17,17
6986,47,47
6987,11,11
6988,0,0
6989,15,15
6990,65,65
6991,21,21
6992,41,41
6993,37,37
6994,0,0
6995,73,73
6996,13,13
6997,67,67
6998,168,168
6999,29,29
7000,24,24
7001,58,58
7002,41,41
7003,23,23
7004,13,13
7005,4,4
7006,49,49
7007,21,21
7008,8,8
7009,51,51
7010,107,107
7011,21,21
7012,8,8
7013,42,42
7014,10,10
7015,16,16
7016,16,16
7017,0,0
7018,0,0
7019,23,23
7020,52,52
7021,29,29
7022,92,92
7023,32,32
7024,57,57
7025,22,22
7026,34,34
7027,57,57
7028,31,31
7029,33,33
7030,28,28
7031,35,35
7032,27,27
7033,68,68
7034,12,12
7035,30,30
7036,20,20
7037,25,25
7038,40,40
7039,8,8
7040,30,30
7041,17,17
7042,23,23
7043,5,5
7044,7,7
7045,16,16
7046,27,27
7047,23,23
7048,0,0
7049,26,26
7050,37,37
7051,6,6
7052,48,48
7053,72,72
7054,18,18
7055,87,87
7056,38,38
7057,68,68
7058,15,15
7059,0,0
7060,31,31
7061,58,58
7062,0,0
7063,22,22
7064,41,41
7065,68,68
7066,21,21
7067,9,9
7068,15,15
7069,64,64
7070,39,39
7071,15,15
7072,30,30
7073,80,80
7074,4,4
7075,39,39
7076,25,25
7077,20,20
7078,100,100
7079,17,17
7080,36,36
7081,25,25
7082,4,4
7083,0,0
7084,93,93
7085,24,24
7086,46,46
7087,15,15
7088,44,44
7089,33,33
7090,48,48
7091,6,6
7092,0,0
7093,42,42
7094,28,28
7095,29,29
7096,14,14
7097,6,6
7098,18,18
7099,41,41
7100,11,11
7101,22,22
7102,18,18
7103,27,27
7104,0,0
7105,17,17
7106,27,27
7107,49,49
7108,52,52
7109,16,16
7110,6,6
7111,16,16
7112,5,5
7113,29,29
7114,64,64
7115,24,24
7116,107,107
7117,26,26
7118,86,86
7119,5,5
7120,16,16
7121,43,43
7122,48,48
7123,84,84
7124,22,22
7125,43,43
7126,44,44
7127,7,7
7128,9,9
7129,96,96
7130,23,23
7131,25,25
7132,15,15
7133,30,30
7134,1,1
7135,15,15
7136,65,65
7137,18,18
7138,19,19
7139,13,13
7140,19,19
7141,24,24
7142,38,38
7143,30,30
7144,40,40
7145,27,27
7146,17,17
7147,2,2
7148,51,51
7149,65,65
7150,45,45
7151,24,24
7152,35,35
7153,27,27
7154,47,47
7155,31,31
7156,11,11
7157,12,12
7158,3,3
7159,65,65
7160,17,17
7161,34,34
7162,4,4
7163,10,10
7164,1,1
7165,12,12
7166,46,46
7167,16,16
7168,2,2
7169,5,5
7170,0,0
7171,38,38
7172,19,19
7173,64,64
7174,158,158
7175,0,0
7176,19,19
7177,53,53
7178,33,33
7179,34,34
7180,1,1
7181,0,0
7182,44,44
7183,36,36
7184,0,0
7185,33,33
7186,29,29
7187,11,11
7188,43,43
7189,25,25
7190,59,59
7191,37,37
7192,53,53
7193,16,16
7194,127,127
7195,6,6
7196,35,35
7197,56,56
7198,26,26
7199,33,33
7200,12,12
7201,26,26
7202,1,1
7203,69,69
7204,82,82
7205,0,0
7206,9,9
7207,59,59
7208,20,20
7209,18,18
7210,21,21
7211,27,27
7212,76,76
7213,139,139
7214,7,7
7215,35,35
7216,43,43
7217,26,26
7218,0,0
7219,46,46
7220,86,86
7221,19,19
7222,29,29
7223,5,5
7224,44,44
7225,39,39
7226,21,21
7227,87,87
7228,28,28
7229,0,0
7230,88,88
7231,18,18
7232,35,35
7233,3,3
7234,13,13
7235,16,16
7236,6,6
7237,42,42
7238,19,19
7239,38,38
7240,3,3
7241,12,12
7242,18,18
7243,39,39
7244,65,65
7245,14,14
7246,27,27
7247,16,16
7248,9,9
7249,0,0
7250,28,28
7251,67,67
7252,24,24
7253,97,97
7254,30,30
7255,21,21
7256,15,15
7257,0,0
7258,37,37
7259,4,4
7260,34,34
7261,3,3
7262,0,0
7263,0,0
7264,45,45
7265,0,0
7266,0,0
7267,17,17
7268,46,46
7269,15,15
7270,38,38
7271,43,43
7272,24,24
7273,79,79
7274,24,24
7275,23,23
7276,20,20
7277,9,9
7278,11,11
7279,55,55
7280,19,19
7281,59,59
7282,85,85
7283,4,4
7284,32,32
7285,35,35
7286,14,14
7287,0,0
7288,26,26
7289,16,16
7290,11,11
7291,4,4
7292,2,2
7293,54,54
7294,0,0
7295,112,112
7296,21,21
7297,2,2
7298,34,34
7299,51,51
7300,10,10
7301,71,71
7302,44,44
7303,33,33
7304,5,5
7305,8,8
7306,10,10
7307,41,41
7308,30,30
7309,23,23
7310,78,78
7311,42,42
7312,56,56
7313,0,0
7314,21,21
7315,24,24
7316,31,31
7317,3,3
7318,23,23
7319,11,11
7320,2,2
7321,49,49
7322,35,35
7323,82,82
7324,15,15
7325,14,14
7326,50,50
7327,73,73
7328,16,16
7329,36,36
7330,0,0
7331,68,68
7332,69,69
7333,22,22
7334,36,36
7335,25,25
7336,82,82
7337,63,63
7338,62,62
7339,40,40
7340,33,33
7341,0,0
7342,52,52
7343,35,35
7344,50,50
7345,11,11
7346,13,13
7347,17,17
7348,37,37
7349,23,23
7350,14,14
7351,23,23
7352,58,58
7353,16,16
7354,15,15
7355,30,30
7356,10,10
7357,9,9
7358,72,72
7359,32,32
7360,40,40
7361,0,0
7362,43,43
7363,30,30
7364,37,37
7365,30,30
7366,27,27
7367,10,10
7368,11,11
7369,17,17
7370,121,121
7371,28,28
7372,36,36
7373,12,12
7374,2,2
7375,24,24
7376,70,70
7377,32,32
7378,21,21
7379,33,33
7380,84,84
7381,5,5
7382,34,34
7383,31,31
7384,17,17
7385,23,23
7386,12,12
7387,15,15
7388,38,38
7389,72,72
7390,0,0
7391,0,0
7392,37,37
7393,27,27
7394,12,12
7395,2,2
7396,158,158
7397,108,108
7398,89,89
7399,8,8
7400,51,51
7401,30,30
7402,1,1
7403,41,41
7404,69,69
7405,19,19
7406,198,198
7407,1,1
7408,0,0
7409,27,27
7410,13,13
7411,16,16
7412,1,1
7413,109,109
7414,50,50
7415,26,26
7416,73,73
7417,3,3
7418,11,11
7419,30,30
7420,22,22
7421,34,34
7422,20,20
7423,28,28
7424,19,19
7425,39,39
7426,32,32
7427,5,5
7428,56,56
7429,47,47
7430,10,10
7431,7,7
7432,26,26
7433,22,22
7434,0,0
7435,42,42
7436,16,16
7437,3,3
7438,0,0
7439,52,52
7440,59,59
7441,26,26
7442,36,36
7443,3,3
7444,43,43
7445,54,54
7446,0,0
7447,23,23
7448,33,33
7449,33,33
7450,47,47
7451,35,35
7452,42,42
7453,8,8
7454,76,76
7455,37,37
7456,13,13
7457,71,71
7458,56,56
7459,50,50
7460,66,66
7461,11,11
7462,25,25
7463,14,14
7464,13,13
7465,42,42
7466,28,28
7467,15,15
7468,77,77
7469,14,14
7470,28,28
7471,48,48
7472,36,36
7473,4,4
7474,43,43
7475,21,21
7476,40,40
7477,76,76
7478,52,52
7479,20,20
7480,123,123
7481,41,41
7482,86,86
7483,6,6
7484,31,31
7485,39,39
7486,36,36
7487,31,31
7488,83,83
7489,10,10
7490,57,57
7491,8,8
7492,0,0
7493,0,0
7494,55,55
7495,56,56
7496,32,32
7497,23,23
7498,26,26
7499,0,0
7500,0,0
7501,8,8
7502,16,16
7503,48,48
7504,38,38
7505,41,41
7506,19,19
7507,23,23
7508,21,21
7509,109,109
7510,40,40
7511,44,44
7512,128,128
7513,52,52
7514,31,31
7515,38,38
7516,13,13
7517,10,10
7518,19,19
7519,53,53
7520,20,20
7521,38,38
7522,68,68
7523,61,61
7524,40,40
7525,70,70
7526,23,23
7527,24,24
7528,62,62
7529,34,34
7530,29,29
7531,43,43
7532,70,70
7533,36,36
7534,12,12
7535,33,33
7536,49,49
7537,0,0
7538,62,62
7539,0,0
7540,11,11
7541,86,86
7542,6,6
7543,40,40
7544,0,0
7545,25,25
7546,67,67
7547,25,25
7548,29,29
7549,33,33
7550,18,18
7551,28,28
7552,23,23
7553,23,23
7554,54,54
7555,32,32
7556,18,18
7557,29,29
7558,0,0
7559,17,17
7560,46,46
7561,30,30
7562,37,37
7563,0,0
7564,16,16
7565,29,29
7566,16,16
7567,12,12
7568,40,40
7569,30,30
7570,13,13
7571,63,63
7572,41,41
7573,32,32
7574,26,26
7575,28,28
7576,35,35
7577,8,8
7578,13,13
7579,0,0
7580,72,72
7581,36,36
7582,30,30
7583,97,97
7584,13,13
7585,4,4
7586,12,12
7587,22,22
7588,9,9
7589,25,25
7590,23,23
7591,16,16
7592,31,31
7593,0,0
7594,2,2
7595,0,0
7596,69,69
7597,8,8
7598,12,12
7599,87,87
7600,18,18
7601,15,15
7602,11,11
7603,22,22
7604,15,15
7605,51,51
7606,14,14
7607,9,9
7608,85,85
7609,33,33
7610,78,78
7611,20,20
7612,25,25
7613,0,0
7614,0,0
7615,43,43
7616,28,28
7617,59,59
7618,16,16
7619,83,83
7620,29,29
7621,36,36
7622,40,40
7623,6,6
7624,15,15
7625,41,41
7626,3,3
7627,26,26
7628,40,40
7629,42,42
7630,24,24
7631,9,9
7632,66,66
7633,3,3
7634,47,47
7635,33,33
7636,17,17
7637,27,27
7638,25,25
7639,12,12
7640,20,20
7641,6,6
7642,20,20
7643,21,21
7644,36,36
7645,7,7
7646,66,66
7647,31,31
7648,6,6
7649,23,23
7650,20,20
7651,17,17
7652,0,0
7653,22,22
7654,8,8
7655,31,31
7656,34,34
7657,69,69
7658,7,7
7659,29,29
7660,61,61
7661,35,35
7662,0,0
7663,24,24
7664,15,15
7665,16,16
7666,10,10
7667,0,0
7668,0,0
7669,10,10
7670,34,34
7671,10,10
7672,40,40
7673,8,8
7674,0,0
7675,19,19
7676,14,14
7677,14,14
7678,11,11
7679,36,36
7680,29,29
7681,5,5
7682,48,48
7683,30,30
7684,14,14
7685,53,53
7686,12,12
7687,0,0
7688,20,20
7689,0,0
7690,54,54
7691,22,22
7692,37,37
7693,77,77
7694,1,1
7695,44,44
7696,48,48
7697,15,15
7698,25,25
7699,106,106
7700,0,0
7701,20,20
7702,8,8
7703,25,25
7704,28,28
7705,7,7
7706,33,33
7707,6,6
7708,36,36
7709,55,55
7710,35,35
7711,15,15
7712,34,34
7713,37,37
7714,20,20
7715,11,11
7716,22,22
7717,31,31
7718,1,1
7719,13,13
7720,34,34
7721,39,39
7722,6,6
7723,0,0
7724,22,22
7725,26,26
7726,24,24
7727,47,47
7728,21,21
7729,27,27
7730,50,50
7731,25,25
7732,43,43
7733,25,25
7734,17,17
7735,62,62
7736,33,33
7737,34,34
7738,26,26
7739,67,67
7740,69,69
7741,64,64
7742,0,0
7743,60,60
7744,0,0
7745,4,4
7746,28,28
7747,29,29
7748,0,0
7749,6,6
7750,60,60
7751,30,30
7752,0,0
7753,20,20
7754,11,11
7755,41,41
7756,31,31
7757,86,86
7758,48,48
7759,74,74
7760,0,0
7761,71,71
7762,31,31
7763,21,21
7764,3,3
7765,30,30
7766,34,34
7767,46,46
7768,81,81
7769,71,71
7770,20,20
7771,70,70
7772,44,44
7773,12,12
7774,30,30
7775,13,13
7776,12,12
7777,56,56
7778,6,6
7779,50,50
7780,8,8
7781,66,66
7782,27,27
7783,35,35
7784,115,115
7785,15,15
7786,20,20
7787,24,24
7788,33,33
7789,37,37
7790,16,16
7791,46,46
7792,0,0
7793,46,46
7794,12,12
7795,27,27
7796,13,13
7797,12,12
7798,57,57
7799,0,0
7800,26,26
7801,38,38
7802,10,10
7803,10,10
7804,44,44
7805,80,80
7806,40,40
7807,141,141
7808,12,12
7809,9,9
7810,50,50
7811,62,62
7812,8,8
7813,1,1
7814,0,0
7815,0,0
7816,69,69
7817,14,14
7818,30,30
7819,21,21
7820,35,35
7821,46,46
7822,3,3
7823,32,32
7824,51,51
7825,1,1
7826,0,0
7827,0,0
7828,3,3
7829,42,42
7830,0,0
7831,58,58
7832,18,18
7833,0,0
7834,40,40
7835,26,26
7836,2,2
7837,52,52
7838,64,64
7839,23,23
7840,27,27
7841,1,1
7842,0,0
7843,44,44
7844,18,18
7845,10,10
7846,69,69
7847,22,22
7848,15,15
7849,16,16
7850,20,20
7851,13,13
7852,42,42
7853,36,36
7854,55,55
7855,57,57
7856,21,21
7857,19,19
7858,1,1
7859,24,24
7860,82,82
7861,57,57
7862,82,82
7863,32,32
7864,22,22
7865,5,5
7866,7,7
7867,45,45
7868,16,16
7869,38,38
7870,0,0
7871,39,39
7872,296,296
7873,32,32
7874,131,131
7875,9,9
7876,27,27
7877,26,26
7878,46,46
7879,10,10
7880,0,0
7881,27,27
7882,20,20
7883,0,0
7884,37,37
7885,154,154
7886,12,12
7887,8,8
7888,8,8
7889,15,15
7890,2,2
7891,15,15
7892,29,29
7893,51,51
7894,37,37
7895,42,42
7896,61,61
7897,18,18
7898,16,16
7899,17,17
7900,0,0
7901,6,6
7902,25,25
7903,13,13
7904,0,0
7905,8,8
7906,11,11
7907,78,78
7908,19,19
7909,38,38
7910,21,21
7911,10,10
7912,0,0
7913,47,47
7914,19,19
7915,23,23
7916,22,22
7917,57,57
7918,35,35
7919,48,48
7920,2,2
7921,14,14
7922,40,40
7923,15,15
7924,38,38
7925,11,11
7926,50,50
7927,51,51
7928,26,26
7929,3,3
7930,8,8
7931,39,39
7932,106,106
7933,25,25
7934,121,121
7935,20,20
7936,18,18
7937,17,17
7938,58,58
7939,13,13
7940,11,11
7941,29,29
7942,46,46
7943,47,47
7944,27,27
7945,36,36
7946,41,41
7947,27,27
7948,37,37
7949,25,25
7950,26,26
7951,0,0
7952,2,2
7953,48,48
7954,0,0
7955,24,24
7956,13,13
7957,32,32
7958,74,74
7959,31,31
7960,12,12
7961,15,15
7962,91,91
7963,23,23
7964,17,17
7965,60,60
7966,14,14
7967,4,4
7968,94,94
7969,18,18
7970,61,61
7971,55,55
7972,105,105
7973,35,35
7974,51,51
7975,38,38
7976,61,61
7977,11,11
7978,23,23
7979,28,28
7980,32,32
7981,31,31
7982,16,16
7983,42,42
7984,1,1
7985,25,25
7986,11,11
7987,45,45
7988,11,11
7989,21,21
7990,8,8
7991,44,44
7992,11,11
7993,32,32
7994,0,0
7995,51,51
7996,77,77
7997,14,14
7998,16,16
7999,47,47
8000,38,38
8001,25,25
8002,15,15
8003,26,26
8004,4,4
8005,57,57
8006,19,19
8007,28,28
8008,15,15
8009,42,42
8010,20,20
8011,3,3
8012,10,10
8013,3,3
8014,27,27
8015,13,13
8016,49,49
8017,24,24
8018,32,32
8019,31,31
8020,58,58
8021,0,0
8022,27,27
8023,14,14
8024,13,13
8025,58,58
8026,74,74
8027,19,19
8028,55,55
8029,22,22
8030,7,7
8031,72,72
8032,34,34
8033,16,16
8034,8,8
8035,58,58
8036,14,14
8037,10,10
8038,82,82
8039,18,18
8040,91,91
8041,39,39
8042,10,10
8043,21,21
8044,37,37
8045,12,12
8046,4,4
8047,24,24
8048,39,39
8049,99,99
8050,8,8
8051,13,13
8052,39,39
8053,68,68
8054,21,21
8055,15,15
8056,20,20
8057,2,2
8058,5,5
8059,58,58
8060,30,30
8061,39,39
8062,24,24
8063,11,11
8064,55,55
8065,0,0
8066,0,0
8067,65,65
8068,65,65
8069,17,17
8070,9,9
8071,97,97
8072,56,56
8073,39,39
8074,7,7
8075,5,5
8076,23,23
8077,12,12
8078,41,41
8079,18,18
8080,48,48
8081,71,71
8082,18,18
8083,25,25
8084,44,44
8085,9,9
8086,30,30
8087,0,0
8088,28,28
8089,92,92
8090,54,54
8091,103,103
8092,24,24
8093,48,48
8094,49,49
8095,23,23
8096,18,18
8097,74,74
8098,78,78
8099,28,28
8100,8,8
8101,54,54
8102,10,10
8103,56,56
8104,32,32
8105,0,0
8106,21,21
8107,38,38
8108,70,70
8109,27,27
8110,41,41
8111,29,29
8112,26,26
8113,5,5
8114,54,54
8115,46,46
8116,4,4
8117,70,70
8118,22,22
8119,27,27
8120,69,69
8121,32,32
8122,44,44
8123,98,98
8124,13,13
8125,29,29
8126,4,4
8127,53,53
8128,9,9
8129,9,9
8130,0,0
8131,5,5
8132,21,21
8133,45,45
8134,40,40
8135,46,46
8136,10,10
8137,65,65
8138,16,16
8139,0,0
8140,24,24
8141,47,47
8142,25,25
8143,22,22
8144,23,23
8145,45,45
8146,2,2
8147,19,19
8148,11,11
8149,60,60
8150,64,64
8151,5,5
8152,19,19
8153,37,37
8154,80,80
8155,21,21
8156,49,49
8157,0,0
8158,0,0
8159,60,60
8160,74,74
8161,24,24
8162,27,27
8163,37,37
8164,10,10
8165,13,13
8166,16,16
8167,1,1
8168,52,52
8169,48,48
8170,26,26
8171,40,40
8172,132,132
8173,23,23
8174,17,17
8175,7,7
8176,40,40
8177,16,16
8178,37,37
8179,19,19
8180,30,30
8181,21,21
8182,6,6
8183,68,68
8184,16,16
8185,26,26
8186,55,55
8187,77,77
8188,61,61
8189,38,38
8190,26,26
8191,35,35
8192,46,46
8193,39,39
8194,30,30
8195,98,98
8196,58,58
8197,20,20
8198,11,11
8199,25,25
8200,62,62
8201,57,57
8202,0,0
8203,19,19
8204,18,18
8205,59,59
8206,22,22
8207,51,51
8208,31,31
8209,57,57
8210,0,0
8211,59,59
8212,45,45
8213,38,38
8214,57,57
8215,34,34
8216,16,16
8217,20,20
8218,15,15
8219,21,21
8220,42,42
8221,134,134
8222,68,68
8223,15,15
8224,21,21
8225,46,46
8226,5,5
8227,25,25
8228,14,14
8229,12,12
8230,0,0
8231,2,2
8232,90,90
8233,36,36
8234,78,78
8235,57,57
8236,235,235
8237,77,77
8238,38,38
8239,56,56
8240,37,37
8241,68,68
8242,7,7
8243,22,22
8244,10,10
8245,41,41
8246,53,53
8247,0,0
8248,48,48
8249,16,16
8250,28,28
8251,0,0
8252,18,18
8253,11,11
8254,0,0
8255,26,26
8256,67,67
8257,13,13
8258,22,22
8259,26,26
8260,30,30
8261,13,13
8262,67,67
8263,33,33
8264,20,20
8265,50,50
8266,19,19
8267,1,1
8268,2,2
8269,68,68
8270,60,60
8271,59,59
8272,8,8
8273,46,46
8274,105,105
8275,4,4
8276,21,21
8277,152,152
8278,8,8
8279,20,20
8280,21,21
8281,28,28
8282,37,37
8283,24,24
8284,14,14
8285,1,1
8286,32,32
8287,22,22
8288,13,13
8289,37,37
8290,0,0
8291,94,94
8292,13,13
8293,12,12
8294,19,19
8295,33,33
8296,6,6
8297,53,53
8298,42,42
8299,55,55
8300,32,32
8301,66,66
8302,51,51
8303,34,34
8304,83,83
8305,5,5
8306,7,7
8307,20,20
8308,30,30
8309,1,1
8310,25,25
8311,97,97
8312,85,85
8313,74,74
8314,0,0
8315,19,19
8316,22,22
8317,136,136
8318,45,45
8319,45,45
8320,0,0
8321,87,87
8322,58,58
8323,72,72
8324,64,64
8325,6,6
8326,47,47
8327,30,30
8328,71,71
8329,7,7
8330,21,21
8331,16,16
8332,17,17
8333,84,84
8334,6,6
8335,22,22
8336,32,32
8337,3,3
8338,11,11
8339,0,0
8340,4,4
8341,73,73
8342,14,14
8343,34,34
8344,9,9
8345,18,18
8346,55,55
8347,10,10
8348,4,4
8349,21,21
8350,13,13
8351,62,62
8352,52,52
8353,62,62
8354,3,3
8355,69,69
8356,0,0
8357,55,55
8358,12,12
